instruction,output,code,correct_name,question_type,disease_id,wrong_name
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z420 là bệnh Chăm sóc theo dõi phẫu thuật tạo hình vùng đầu và cổ.",Đúng,Z420,Chăm sóc theo dõi phẫu thuật tạo hình vùng đầu và cổ,correct_pairing,Z420_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã G32 là bệnh Viêm loét toàn ruột (mãn tính).",Sai,G32,"Bệnh thoái hóa khác của hệ thần kinh, trong bệnh phân loại nơi khác",incorrect_pairing,G32_0_no,Viêm loét toàn ruột (mãn tính)
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã G724 là bệnh Viêm cơ, không phân loại nơi khác.",Đúng,G724,"Viêm cơ, không phân loại nơi khác",correct_pairing,G724_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S0291 là bệnh Viêm loét hồi - đại tràng(mãn).",Sai,S0291,"Vỡ các xương sọ và xương mặt, phần không xác định, vỡ hở",incorrect_pairing,S0291_0_no,Viêm loét hồi - đại tràng(mãn)
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã V30 là bệnh Vết thương nông khác của vai và cánh tay.",Sai,V30,Người đi xe mô tô 3 bánh bị thương khi va chạm với người đi bộ hay súc vật,incorrect_pairing,V30_0_no,Vết thương nông khác của vai và cánh tay
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q03 là bệnh Chăm sóc theo dõi liên quan đến tháo bỏ nẹp xương gãy và dụng cụ cố định bên trong khác.",Sai,Q03,Não úng thủy bẩm sinh,incorrect_pairing,Q03_0_no,Chăm sóc theo dõi liên quan đến tháo bỏ nẹp xương gãy và dụng cụ cố định bên trong khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N006 là bệnh Hội chứng viêm cầu thận cấp, Bệnh lắng đọng đậm đặc.",Đúng,N006,"Hội chứng viêm cầu thận cấp, Bệnh lắng đọng đậm đặc",correct_pairing,N006_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P052 là bệnh Thai suy dinh dưỡng mà không đề cập đến nhỏ hay nhẹ cân so với tuổi thai.",Đúng,P052,Thai suy dinh dưỡng mà không đề cập đến nhỏ hay nhẹ cân so với tuổi thai,correct_pairing,P052_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã H405 là bệnh Sốt rét Plasmodium malariae không biến chứng.",Sai,H405,Glocom thứ phát do bệnh mắt khác,incorrect_pairing,H405_0_no,Sốt rét Plasmodium malariae không biến chứng
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S762 là bệnh Chuyển dạ sớm và đẻ đúng kỳ.",Sai,S762,Tổn thương cơ khép và gân đùi,incorrect_pairing,S762_0_no,Chuyển dạ sớm và đẻ đúng kỳ
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã K552 là bệnh Loạn sản mạch máu đại tràng.",Đúng,K552,Loạn sản mạch máu đại tràng,correct_pairing,K552_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã V813 là bệnh Công nhân đường sắt hoặc phương tiện chạy trên ray bị thương khi va chạm với vật khác.",Đúng,V813,Công nhân đường sắt hoặc phương tiện chạy trên ray bị thương khi va chạm với vật khác,correct_pairing,V813_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N771 là bệnh Viêm âm đạo, viêm âm hộ và viêm âm đạo âm hộ trong các bệnh nhiễm khuẩn và ký sinh trùng phân loại nơi khác.",Đúng,N771,"Viêm âm đạo, viêm âm hộ và viêm âm đạo âm hộ trong các bệnh nhiễm khuẩn và ký sinh trùng phân loại nơi khác",correct_pairing,N771_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N144 là bệnh Bệnh thận nhiễm độc, không phân loại nơi khác.",Đúng,N144,"Bệnh thận nhiễm độc, không phân loại nơi khác",correct_pairing,N144_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N394 là bệnh Biến chứng huyết khối trong buồng tim tâm nhĩ, tiểu nhĩ và tâm thất sau nhồi máu cơ tim cấp.",Sai,N394,Tiểu không kiểm soát xác định khác,incorrect_pairing,N394_0_no,"Biến chứng huyết khối trong buồng tim tâm nhĩ, tiểu nhĩ và tâm thất sau nhồi máu cơ tim cấp"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã I828 là bệnh Thuyên tắc và huyết khối tĩnh mạch khác.",Đúng,I828,Thuyên tắc và huyết khối tĩnh mạch khác,correct_pairing,I828_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã E160 là bệnh Hạ glucose máu do thuốc, không hôn mê.",Đúng,E160,"Hạ glucose máu do thuốc, không hôn mê",correct_pairing,E160_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N413 là bệnh Viêm tuyến tiền liệt - bàng quang.",Đúng,N413,Viêm tuyến tiền liệt - bàng quang,correct_pairing,N413_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã G971 là bệnh Hội chứng kích thích sớm (hội chứng tiền kích thích).",Sai,G971,Phản ứng khác đối với chọc dò thắt lưng,incorrect_pairing,G971_0_no,Hội chứng kích thích sớm (hội chứng tiền kích thích)
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z130 là bệnh Tổn hại thị trường.",Sai,Z130,Khám sàng lọc đặc biệt các bệnh về máu và các cơ quan tạo máu và một số rối loạn liên quan đến cơ chế miễn dịch,incorrect_pairing,Z130_0_no,Tổn hại thị trường
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S0200 là bệnh Hội chứng Megavitamin-B6.",Sai,S0200,"Vỡ vòm sọ, vỡ kín",incorrect_pairing,S0200_0_no,Hội chứng Megavitamin-B6
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã F114 là bệnh Liệt vận nhãn (ngoài) toàn bộ.",Sai,F114,Rối loạn tâm thần và hành vi do sử dụng các dạng thuốc phiện (Trạng thái cai với mê sảng),incorrect_pairing,F114_0_no,Liệt vận nhãn (ngoài) toàn bộ
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N37 là bệnh Biến đổi niệu đạo trong các bệnh đã được phân loại ở phần khác.",Đúng,N37,Biến đổi niệu đạo trong các bệnh đã được phân loại ở phần khác,correct_pairing,N37_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S69 là bệnh Tổn thương khác và chưa xác định của cổ tay và bàn tay.",Đúng,S69,Tổn thương khác và chưa xác định của cổ tay và bàn tay,correct_pairing,S69_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã L560 là bệnh Các bệnh sẩn có vảy trong các bệnh đã phân loại ở nơi khác.",Sai,L560,Nhiễm độc ánh sáng do thuốc,incorrect_pairing,L560_0_no,Các bệnh sẩn có vảy trong các bệnh đã phân loại ở nơi khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S297 là bệnh Các bệnh sẩn có vảy trong các bệnh đã phân loại ở nơi khác.",Sai,S297,Tổn thương phức tạp của ngực,incorrect_pairing,S297_0_no,Các bệnh sẩn có vảy trong các bệnh đã phân loại ở nơi khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã B212 là bệnh Bệnh HIV dẫn đến u lympho không do Hodgkin.",Đúng,B212,Bệnh HIV dẫn đến u lympho không do Hodgkin,correct_pairing,B212_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P232 là bệnh Bệnh dây thần kinh dưới lưỡi (hạ thiệt).",Sai,P232,Viêm phổi bẩm sinh do tụ cầu,incorrect_pairing,P232_0_no,Bệnh dây thần kinh dưới lưỡi (hạ thiệt)
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã X90 là bệnh Bệnh ho gà do Bordetella khác.",Sai,X90,Tấn công bằng hóa chất hay chất có hại không rõ đặc điểm,incorrect_pairing,X90_0_no,Bệnh ho gà do Bordetella khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã B972 là bệnh Coronavirus gây các bệnh đã được phân loại ở chương khác.",Đúng,B972,Coronavirus gây các bệnh đã được phân loại ở chương khác,correct_pairing,B972_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã G632 là bệnh Lao ở tai.",Sai,G632,Bệnh đa dây thần kinh do đái tháo đường (E10-E14 với ký tự thứ tự chung là .4†),incorrect_pairing,G632_0_no,Lao ở tai
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q662 là bệnh Xương đốt bàn chân vẹo vào trong.",Đúng,Q662,Xương đốt bàn chân vẹo vào trong,correct_pairing,Q662_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S9240 là bệnh Gãy xương ngón chân cái, gãy kín.",Đúng,S9240,"Gãy xương ngón chân cái, gãy kín",correct_pairing,S9240_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S625 là bệnh Viêm họng cấp do các vi sinh vật khác đã được xác định.",Sai,S625,Gãy xương ngón tay cái,incorrect_pairing,S625_0_no,Viêm họng cấp do các vi sinh vật khác đã được xác định
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C31 là bệnh U ác của hạch của vùng đầu mặt cổ.",Sai,C31,U ác của các xoang phụ,incorrect_pairing,C31_0_no,U ác của hạch của vùng đầu mặt cổ
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã R15 là bệnh Ung thư biểu mô tại chỗ của cơ quan tiêu hóa không đặc hiệu.",Sai,R15,Đại tiện mất tự chủ,incorrect_pairing,R15_0_no,Ung thư biểu mô tại chỗ của cơ quan tiêu hóa không đặc hiệu
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N170 là bệnh Rối loạn thị giác hai mắt khác.",Sai,N170,Suy thận cấp có hoại tử ống thận,incorrect_pairing,N170_0_no,Rối loạn thị giác hai mắt khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã R900 là bệnh Escherichia coli [E. coli] gây các bệnh đã được phân loại ở chương khác.",Sai,R900,Tổn thương chóan chỗ trong sọ,incorrect_pairing,R900_0_no,Escherichia coli [E. coli] gây các bệnh đã được phân loại ở chương khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q139 là bệnh Dị tật bẩm sinh phần trước không đặc hiệu.",Đúng,Q139,Dị tật bẩm sinh phần trước không đặc hiệu,correct_pairing,Q139_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S218 là bệnh Bệnh khớp trong bệnh Crohn [Viêm đoạn ruột] (K50.-†), cẳng tay.",Sai,S218,Vết thương hở của các phần khác của ngực,incorrect_pairing,S218_0_no,"Bệnh khớp trong bệnh Crohn [Viêm đoạn ruột] (K50.-†), cẳng tay"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã E108 là bệnh Thoát vị bẹn một bên hay không đặc hiệu, không tắc hay hoại tử.",Sai,E108,Bệnh đái tháo đường phụ thuộc insuline (Có biến chứng không xác định khác),incorrect_pairing,E108_0_no,"Thoát vị bẹn một bên hay không đặc hiệu, không tắc hay hoại tử"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q899 là bệnh Biến chứng, của gây mê trong thời kỳ sau đẻ.",Sai,Q899,Dị tật bẩm sinh không đặc hiệu,incorrect_pairing,Q899_0_no,"Biến chứng, của gây mê trong thời kỳ sau đẻ"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã X59 là bệnh Phơi nhiễm các yếu tố không rõ đặc điểm.",Đúng,X59,Phơi nhiễm các yếu tố không rõ đặc điểm,correct_pairing,X59_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T206 là bệnh U ác khác và không xác định của hệ lympho, hệ tạo máu và mô liên quan.",Sai,T206,Ăn mòn độ hai tại đầu và cổ,incorrect_pairing,T206_0_no,"U ác khác và không xác định của hệ lympho, hệ tạo máu và mô liên quan"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã L500 là bệnh Bạch sản âm hộ.",Sai,L500,Mày đay dị ứng,incorrect_pairing,L500_0_no,Bạch sản âm hộ
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D315 là bệnh U lành tuyến và ống lệ.",Đúng,D315,U lành tuyến và ống lệ,correct_pairing,D315_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q560 là bệnh Hội chứng lưỡng giới, không phân loại nơi khác.",Đúng,Q560,"Hội chứng lưỡng giới, không phân loại nơi khác",correct_pairing,Q560_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã I518 là bệnh Bệnh lý xương trong các bệnh khác đã xếp loại ở mục khác.",Sai,I518,Bệnh lý khác được xác định là bệnh lý của tim,incorrect_pairing,I518_0_no,Bệnh lý xương trong các bệnh khác đã xếp loại ở mục khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã K732 là bệnh Viêm gan mãn hoạt động, không phân loại nơi khác.",Đúng,K732,"Viêm gan mãn hoạt động, không phân loại nơi khác",correct_pairing,K732_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã J941 là bệnh Rối loạn chuyển hóa acid amin chứa sulfur.",Sai,J941,Xơ hóa màng phổi,incorrect_pairing,J941_0_no,Rối loạn chuyển hóa acid amin chứa sulfur
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã R33 là bệnh Phát hiện các loại thuốc và các chất khác không thường có trong máu.",Sai,R33,Bí đái,incorrect_pairing,R33_0_no,Phát hiện các loại thuốc và các chất khác không thường có trong máu
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã L951 là bệnh Theo dõi khi nghi ngờ mắc bệnh lao.",Sai,L951,Ban đỏ nổi cục rắn,incorrect_pairing,L951_0_no,Theo dõi khi nghi ngờ mắc bệnh lao
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q640 là bệnh Lỗ đái lệch cao.",Đúng,Q640,Lỗ đái lệch cao,correct_pairing,Q640_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã A505 là bệnh Rối loạn bàng quang trong bệnh đã được phân loại ở phần khác.",Sai,A505,"Giang mai bẩm sinh muộn khác, có triệu chứng",incorrect_pairing,A505_0_no,Rối loạn bàng quang trong bệnh đã được phân loại ở phần khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z305 là bệnh Theo dõi dụng cụ tránh thai (trong tử cung).",Đúng,Z305,Theo dõi dụng cụ tránh thai (trong tử cung),correct_pairing,Z305_0_yes,
